No,userName,at,score,content,Sentimen
816,Wong Awam93,12/20/2022,2,Setiap jm 2 atau jm 11 mlm suka ofline sekrg subuh2 ofline,negatif
817,dwi nur avianto,12/20/2022,1,selalu saja gangguan,negatif
819,Farisal Akbar,12/20/2022,1,"Tidak stabil, banyak error.",negatif
820,Alwi Ismail,12/20/2022,1,Sulit,negatif
821,Ferry Bae,12/20/2022,1,living mandiri setlah dibperbarui jadi buruk betul dah hapus instal lg living mandiri smpai 4 x ttp juga gak bisa login parah memang bagus gak usah di perbarui buat yg belum diperbarui parahh betull,negatif
822,Gilang Ardi Pratama,12/20/2022,1,"Setiap bulan update trus tapi semakin lama makin tidak optimal, sering blue skrin, stak di menu dan gak bisa kembali. Mohon di perbaiki kembali",negatif
823,Tiara Komala,12/20/2022,1,"PLIS JGN DIPERBARUI, NNTI KALIAM NYESEL",negatif
824,Serizawa Handoko,12/20/2022,1,"Habis di update error.. gak mau login, alesan nya koneksi terputuss..!!!",negatif
825,Dani Asghar,12/20/2022,2,Livin semenjak di upgrad ko ga bsa di buka.tolong perbaiki lg,negatif
826,Eka 95,12/20/2022,1,Habis di update malah susan.. Buat lihat saldo saja gk bisa,negatif
827,Abdulatip Latip,12/20/2022,1,Kurang puas. Mau lihat saldo aja kadang2 ga bisa tolong di perbaiki lagi,negatif
828,Anny Sya'i,12/20/2022,5,Kerennnn,positif
829,Yogi Putra,12/20/2022,1,sering eror aplikasinya skrang,negatif
830,Gunwn Elektro,12/20/2022,5,Wah Sangat Bagus,positif
831,Indah Ramadhani,12/20/2022,1,"Habis update malah maki hancur, transfer gagal, saldo tdk dapat dilihat semuanya gk ad bener",negatif
832,SAEPUDIN,12/20/2022,2,Habis di Update malah kaya tambah buruk,negatif
833,The Keepers,12/20/2022,3,Ini kenapa saldo mutar mutar terus,negatif
834,Asma Wati,12/20/2022,5,"Sangatt bermanfaat,mudah dan capat",positif
835,Anugrah Bintang Mulya,12/20/2022,1,"Aplikasi sering error, apalagi malem hadeh, Bank gede punya aplikasi kek gini",negatif
839,Bernandos Siahaan,12/20/2022,1,Setelah update barusan tanggal 21 Desember 2022 jam 01:33 wib jadi susah digunakan.untuk topup aja jadi susah.semakin lama jadi makin rumit aplikasi ini.,negatif
842,Hasrul Hasrul,12/20/2022,5,Ok bangeeet,positif
843,Toniman Toniman,12/20/2022,5,Cepat berhasil,positif
845,Wi Narto,12/20/2022,5,Sangat praktis dan sangat membantu.,positif
846,Taul Taul,12/20/2022,5,Sejauh ini bagus sih mempermudah transaksi... Buat kalian yg punya problem sama apk mungkin HP kalian yg belum update...,positif
847,Evan Aldino,12/20/2022,5,Membuat semua mudah,positif
848,Lailiyah Dinarizki,12/20/2022,5,"Trimakasih mandiri sudah di sediakan power cas, sangat bermanfaat buat saya...",positif
849,Fadlin Akbar,12/20/2022,1,Mau top up ke dana aja susahnya minta ampun kalo tengah malam,negatif
850,Erna Karolina,12/20/2022,5,Perfect bangeet,positif
851,Supri yatno,12/20/2022,4,Sangat di perlukan.,positif
852,bang Mimi,12/20/2022,5,Sagat bagus ????????,positif
853,yunika adianto164,12/20/2022,3,belum di lengkapi pinjaman tunai,negatif
854,Pananda Nanda,12/20/2022,5,Sangat membantu ???????debesth pokoknya,positif
855,Andius Koling,12/20/2022,5,Mantap sangat membantu,positif
856,Anto Dtrek,12/20/2022,1,Di susah di akses gimana si,negatif
858,AL Andri,12/20/2022,5,Mandiri Terbaik,positif
859,Arif Nurrahman,12/20/2022,1,"Aplikasi yg mempersulit, buat bayar listrik gk bisa, top up dana gk bisa, trs bisanya buat apa???",negatif
860,Fendi Farqillah,12/20/2022,1,Terlalu sering gangguan,negatif
861,wawen delonge,12/20/2022,4,Terus dikembangkan,negatif
862,MUSTOFA AQIL,12/20/2022,3,Inputan username dan password kurang responsif,negatif
863,Deni Yohanes,12/20/2022,5,mantap...,positif
864,Dulpangsit Pangsit,12/20/2022,1,Setiap pke update mlu,negatif
865,uma adhi,12/20/2022,1,Susah diakses,negatif
866,HENDRAWAN Pratama,12/20/2022,1,Bagus yang biru,negatif
867,agus rohmat,12/20/2022,5,"Sejauh ini fiturnya bagus, lebih di tingkatkan lgi",positif
868,wawan kurniawan,12/20/2022,5,Okee,positif
869,endra kurniawan,12/20/2022,1,"Setelah di update sering ada Kendala,tolong kalau di update harusnya lebih bikin nyaman pemakai kalau sering begini jadi malas pake aplikasi ini",negatif
870,R4toe 4yoe,12/20/2022,4,Living mandir I mempermudah Kira bertransaksi.trims mandiri,positif
871,AmyBangetz,12/20/2022,5,Terima kasih Livin' by Mandiri ?????????,positif
873,Takdir Kdr,12/20/2022,5,update tan yg baik untuk sekarang,positif
875,MAHFUL MURNAWAN,12/20/2022,2,apa apaan ini wktu dibutuhkan mau tf malah eroorr truss,negatif
876,Galang Benazir,12/20/2022,5,I love you Livin??ø????,positif
877,achmadi rahma,12/20/2022,1,Hallo mau manya nih kenapa y apl livin di hp ku selalu tidak menanggapi?? Tolong ada yg tau kenapah?,negatif
879,Ahkmad Munir,12/20/2022,5,Membantu good nice,positif
880,Suratno Ano,12/20/2022,5,Cukup membantu.kemudahan,positif
881,Yoristania Yoristania,12/20/2022,5,Pusing gagal terus. Mau daftar mandiri m beking.?,negatif
882,Wahox Wahyu,12/20/2022,5,Normal jaya oke. Lancarr,positif
883,Dedi Xiaomi,12/20/2022,5,Sudah seharian ini aplikasi eror tidak bisa terbuka,negatif
884,Heny Heny,12/20/2022,1,"Sy kurang puas karena sering ngeheng kalau mau di gunakan, dan selalu minta abdet terus, 1 minggu bisa 2 x",negatif
885,Opank Aja,12/20/2022,5,Ok banget,positif
886,Babang Chaniago,12/20/2022,1,"Iya nih,, lelet. Bentar?ý Update. Terkecuali kl abis update malah bagus. Bintang 1 aja ya.",negatif
888,Aka Dede Sunardi,12/20/2022,5,Good Aplication,positif
889,alfiyan alfin,12/20/2022,1,Livin enakan yg dulu yg masi biru akses nya cepat tdak lemot mana update trus lagi. Krang nyaman livin skrng,negatif
890,Musyarofah,12/20/2022,5,Bagus min.. pertahankan..,positif
891,kadriman diman,12/20/2022,5,"Bintang 5 buat Aplikasi Livin, semua jadi mudah saat transaksi",positif
892,Wahyudin Adityahermansyah,12/20/2022,3,Saya ga bisa masuk kelivin,negatif
893,Hendra Knop,12/20/2022,5,Sangat membatu sekali,positif
894,rachmad karubaba,12/20/2022,5,"Mandiri Livin yg biru itu bagus simple, KLO bisa yg ini tampilannya di buat fresh kyk yg versi lama. Dengan tambahan fitur yg ada di yg baru",positif
895,Muhammad Nicko Iqbal Akbar,12/20/2022,5,Sudah benar,positif
896,Hexohm Stabwood,12/20/2022,5,"Puas dgn bank ini. ,??????",positif
898,Giarti Chantika,12/20/2022,5,"Makin oke,, mau ap aj jdi lebih gampang pake livin",positif
899,SAREHNU 86,12/20/2022,5,Mantap ???,positif
900,Mulyadi Agung,12/20/2022,2,Permisi kak sebelumya saya mau buat akun livin cuman waktu verifikasi wajah kenapa tidak bisa terus ?? Disitu karena masalah jaringan . Saya udah berapa kali hapus instal terus masih tetap aja nggak bisa bagaimana ini yah? Toling dong kasih tauh,negatif
902,Putera Lampung,12/20/2022,5,Pokoknya Mantap semenjak pake Livin'by mandiri..gak repot repot mau bayar ini itu,positif
904,zumrotulfaizah,12/20/2022,5,Alhamdulillah sudah bagus livin...dipertahan kan y,positif
907,Luksi Veri,12/20/2022,5,Akses dan proses sangat cepat.. Bagus banget ??????,positif
908,Khoir Man,12/20/2022,5,Memuaskan..,positif
909,Akbar Ambo,12/20/2022,5,Bagus puas,positif
910,Bella Cristin,12/20/2022,5,"Sangat membantu,",positif
911,Retno Diah,12/20/2022,1,Bosok,negatif
912,Himro Himada,12/20/2022,5,"Lengkap, user friendly",positif
913,DIMAS GAMING,12/20/2022,5,"Qontoool aplikasi qontoool, yakali gw kluar trus pas masuk lagi suruh login lagi dah gtu pwnya bener malah disuruh ganti pasword kan ngentt, udh diganti malah suruh ganti lagi pwnya njink gatau maunya gmn",negatif
914,junaidi elmarjuki,12/20/2022,5,Makasih sangat berguna di saat mendesak kebutuhan..,positif
915,We Study Arc,12/20/2022,1,Aplikasi tolol,negatif
916,andri Wina,12/20/2022,5,Bagus membantu banget ??????,positif
917,BINTANG ROHUL,12/20/2022,5,Aplikasi yang terbaik,positif
919,Azzahraa nsywaaa,12/20/2022,1,update lelet bgt...buka menu livin aj lama bgt...,negatif
920,Alimudin _0708,12/20/2022,1,"Selalu minta update, bukannya makin baik mlah mkin lemot",negatif
921,Erwin Jeneponto,12/20/2022,5,Setelah di apdet makin bagus aplikasinya????,positif
923,Sugeng Trihartono,12/20/2022,4,Praktis,positif
924,Yandi Lolung,12/20/2022,5,Mantul deh apknya,positif
925,Yati Widiyani,12/20/2022,1,"Di update malah jadi ga bisa dibuka, mana lagi perlu urgent????????",negatif
926,andreas,12/20/2022,4,Siip,positif
929,Gungun Gunawan,12/20/2022,5,Sangat membantu karena praktis dan mudah.,positif
930,Dony Mallory,12/20/2022,5,Mantab,positif
931,Dirman Al dirman,12/20/2022,5,Terima kasih ..Livin. Telah membantu.transaksi saya.,positif
933,Sudirman 05,12/20/2022,1,Di suruh up date...tapi susah,negatif
934,Mas Baim,12/20/2022,4,saya merasa tenang simpan uang,positif
935,Rudy Surya,12/20/2022,5,"Livin by mandiri aplikasi bagus,sangat membantu",positif
936,Rifan Vonsi,12/20/2022,5,Sangat membantu sekali untuk trx..thanks livin,positif
937,Abdul Rahim,12/20/2022,1,Bank apa seperti begini Trnsfer ajj pakai apk livin nga bisa.. Kn.aneh,negatif
938,Love Ova,12/20/2022,1,Habis di update malah tambah ngga bener ajah. Transaksi bolak balik gagal. .,negatif
939,Dal Jito,12/20/2022,5,Sangat bermanfaat sekali dan bagus...siplah...,positif
940,Asep Mulyawan,12/20/2022,5,"Lemot apk,y",negatif
942,rosa kurniasari,12/20/2022,5,Memudahkan,positif
943,Zeijen Arnold,12/20/2022,5,Livin sekarang emang sekarat betul...,negatif
944,MUH TAKDIR,12/20/2022,1,"Kenapa pas sdh di update mlh gak bsa masuk cuma loding trus udh gue tungguin tpi ttp gak bisa masuk, nyesel gue update",negatif
945,Mutse Lihawa (Demi Kau Dan Anak anakku),12/20/2022,5,BANK.MANDIRI MEMANG MANTAP SEGALANYA MENJADI MUDAH,positif
946,Nunuy Nuraeni,12/20/2022,1,kemaren udah bisa sekarang transaksi livin ngabisa lagi hadeh min gimana ini,negatif
947,Dedda 280618,12/20/2022,5,Mantap dan nya man,positif
948,Bayu Susanto,12/20/2022,1,Tidak bisa di buka,negatif
949,Suhendar Oplay,12/20/2022,5,Sangat memuaskan pakai app livin ini,positif
950,Rafa Abqori,12/20/2022,2,ini history transaksi apakah memang tidak bisa di hapus ya,negatif
952,dwkm,12/20/2022,3,"Saya baru update aps Livin' tapi kok tiba-tiba ga bisa masuk lewat finger print, trus kalo mau login lewat email atau kata sandi ga bisa. Tolong segera diperbaiki ya soalnya kita selalu keluar masuk aplikasi buat transaksi.",negatif
954,Saipul Rahman,12/20/2022,4,"D tampilan depan livin point saya tetap saja 0 padahal pemberitahuan #SI PALING SULTAN transaksi topup tf dll saya dgn livin udah 700??lebih ,jadi bingung dgn point livin saya",negatif
956,putri airus,12/20/2022,5,Sangat membantu pake Livin ini,positif
958,lina luduwina,12/20/2022,1,Susah diakses padahal sudah di Upgrade versi terbaru bukannya tambah baik mlah tambah buruk. Maaf sebenarnya tidak mau sya kasih bintang.,negatif
960,Sudarta,12/20/2022,1,Apk yang yang kurang membantu ketika kartu ATM hilang dan mau masuk apk ini dan gagal 3 kali otomatis suruh masukin nomor kartu dan tanggal pembuatan dan masa kadaluarsa apabila ada kendala kartu hilang gimana cara login nya coba tolong lah untuk cara login nya di rubah lah saya sebagai nasabah bank mandiri Saya punya saran apabila kartu ATM nya hilang Saya saran supaya bisa login menggunakan buku tabungan Atau pin atau lewat email yang terdaftar Atau dengan bukti buku tabungan,negatif
961,Denny Ndun,12/20/2022,5,"Mungkin ada kendala jaringan, tetap cepat teratasi, dan tidak mengecewakan",positif
962,Tanti S. M,12/20/2022,5,Selama memakai livin saya lancar terus.Semua transaksi bisa selesai dengan livin.,positif
964,Rama Vembrian,12/20/2022,5,"Sangat membantu,, memudahkan dalam bertransaksi.. Salut???",positif
965,Eko Supriyanto,12/20/2022,5,Bagus Fitur-fitur Nya,positif
966,Sigit Yulianto,12/20/2022,5,Bagus sekali sangat membantu ??????,positif
967,Reki,12/20/2022,4,"Aplikasi sudah banyak membantu, sementara saya kasih bintang 4 krn utk e-money pada saat kartu ditempel kita blm bisa lihat rincian pemakaian seperti Aplikasi e-money Bank lain ????",positif
969,Mr Jahun,12/20/2022,5,Jos Gandosss,positif
970,Syuly sompie,12/20/2022,5,Sabgat puas dan membantu saya,positif
971,Muhammad Sutomo,12/20/2022,1,Semenjak di updet malah ngelek apk nya,negatif
973,Pak Reetee,12/20/2022,4,Sudah baik aplikasi ini???,positif
974,Adrean Ferdiansyah,12/20/2022,5,sangat membantu transaksi,positif
975,Awaludin Udin,12/20/2022,5,Biar bintang yang ber bicara.???,positif
976,etika agnes,12/20/2022,1,Kok update malah lemot sich livin,negatif
977,Nur Islan,12/20/2022,5,Bagus sayangnya gak ada nofikasinya,negatif
979,siti Idamawar,12/20/2022,5,Sangat membantu mempermudah untuk melalukan berbagai transaksi,positif
980,Suw Andi,12/20/2022,5,Aplikasi ini bangus sekali dan sangat praktis serta memudahkan,positif
981,Pradana Putra,12/20/2022,1,setelah diupdate tidak bisa dibuka??ñ,negatif
983,Haga G,12/20/2022,5,Cara menggunakan apk Livin sangat mudah,positif
984,Suharjo Bong,12/20/2022,5,"Mudah, cepat dan aman",positif
985,Mulyono,12/20/2022,1,Saldo malah tidak muncul,negatif
986,fat hul,12/20/2022,1,Stelah di update aplikasi gak bisa di buka. Kecewaaaa ingin ku berkata kasar. Huffff,negatif
987,Azka Alfarichi Alfarichi,12/20/2022,1,apaan ini baru beberapa bulan update sekarang di suruh update . setelah update tak bisa di buka . muter aja,negatif
988,Dedy Herianto,12/20/2022,5,Mantap yog.,positif
989,Andre Soliwoa,12/20/2022,5,Sangat membantu terutama utk transfer ketika ada keperluan mendadak,positif
991,Saiful Hidayat,12/20/2022,1,"Diupdate lagi malah jadi tambah susah login, sebenernya niat apa engga meningkatkan layanan",negatif
992,Muhammad Dorgie Akbar,12/20/2022,1,setiap akses aplikasi hp langsung error,negatif
993,Agus Mail,12/20/2022,1,Sudah saya update kok malah tidak bisa di buka padahal jaringan saya baguss gimana ini mohon di perbaiki,negatif
994,Hikmat Doank,12/20/2022,5,Memudahkan dan membantu,positif
995,Rijal Pahlefi,12/20/2022,1,Livin semenjak di update ko susah untuk login yah,negatif
996,Rizal Miftah,12/20/2022,5,Sangat membantu banget,positif
997,Ahmad Nasir,12/20/2022,5,Makin Enak operasionalnya,positif
998,Aisal Ahmad,12/20/2022,5,Makin mantaap,positif
999,Putra Azka,12/20/2022,5,Transaksi mudah cepat dan aman....,positif
1000,Yuli Pratama,12/20/2022,4,Mantap mandiri,positif
1001,Arul Pangestu,12/20/2022,5,Manteppp ...,positif
1002,Yazid Bastomi,12/20/2022,4,Aplikasi yang cukup membantu,positif
1003,khairul irul,12/20/2022,5,keren dachhhh....,positif
1006,Desi Manurung,12/20/2022,3,Kenapa sih update terusss Ribett deh ah,negatif
1007,Agus Budi Raharjo,12/20/2022,4,Bagus bermanfaat,positif
1010,yanthi rusdiantini,12/20/2022,5,Semoga lancar terus...,positif
1011,Hanafi Lewa,12/20/2022,4,Aplikasi ini sangat membantu,positif
1014,danang beny,12/20/2022,5,Mantapss,positif
1015,Wani Ahmad,12/20/2022,5,bagus alhamdulillah,positif
1016,Assri Winarsih,12/20/2022,5,Sangat bagus sekali. Kita bisa cek dan transfer dengan mudah,positif
1017,Ahyar Rosyidi,12/20/2022,5,Livin memberikan pengalaman yang berbeda dan saya sangat puas dengan adanya Livin ini ....,positif
1018,Akang Ikang,12/20/2022,1,"Boros kuota dikit dikit upgrade,",negatif
1019,Aditio Saputro,12/20/2022,5,Sangat burguna & sangat membatu sekali tingkat kan terus supaya lebih baik lagi ?????????,positif
1021,Ading Andre,12/20/2022,5,Lebih ditingkatkan lagi,negatif
1022,endahtri maryanti,12/20/2022,5,Top pokok e,positif
1023,Sudirman Jie,12/20/2022,5,"Membantu dlm bertransaksi, cuman jgn sering sering diupdate dong",negatif
1024,inung. bancelok,12/20/2022,1,Sekarang gak bisa buka Lagi Mohon segera perbaiki,negatif
1025,ARIFIN,12/20/2022,5,Recommend bgt,positif
1027,hartini elvayra,12/20/2022,5,"Mudah dimengerti, tampilannya bagus, gak ribet, pas makek pertama lgsg ngerti. Intinya mudah d gunakan",positif
1029,Ferdy Missa,12/20/2022,5,Dengan adanya Livin by Mandiri sangat Membantu Masyarakat demi mengetahui keluar uang & masuknya uang,positif
1030,Ferry Putra,12/20/2022,5,Benar2 sangat membatu,positif
1031,Om bro,12/20/2022,5,Saya sangat suka mudah sekali untuk transaksi,positif
1032,Abdulah Maan,12/20/2022,5,Mudah transaksinya...???,positif
1033,AnjasMr 21,12/20/2022,5,"di suruh log in ulang tapi di minta nomor kartu, padahal kan daftar online kartunya saja belum dapat , jadi gimana caranya untuk log in , ga beres nih ujung2nya duit ga bisa di apa apa in ,",negatif
1034,Ade Panca,12/20/2022,5,terimakasih Bank Mandiri,positif
1037,Sovi Fazrin,12/20/2022,4,"Kdang top up pke kode tidak semua sesuai.dan satu hal yg bikin cape'""tidak save no transaksi,jd harus ngulang ngetik,jangan kalah sama seabank,seabank udah canggih dan rapih bgt(sayang aja bank nya gk tau dimna).tp sejauh ini sudah sangat membantu(asal pinter2 pengguna saja).Terimakasih mandiri",negatif
1038,satria tia,12/20/2022,4,Membantu sekali,positif
1039,ricky lejo,12/20/2022,5,Bagus???,positif
1040,Rizal Ichal,12/20/2022,5,Alhamdulillah ...mandiri banyak membantu dg kmudahan2 dalam proses perbankan melalui aplikasi ini sampai saat ini... Semoga terus berinovasi dan memberikan pelayanan terbaik utk para nasabahnya. Terimakasih Mandiri....,positif
1041,Amin Jaya Motor,12/20/2022,1,Livin ini belum sempurna tong lah di perbaiki aplikasi nya biar lebih bagus dan cepat buat terangsaksinya transfer dan top up nya,negatif
1043,Noldy Biya,12/20/2022,5,Loding lumayan,negatif
1045,Andre Ramdani,12/20/2022,5,"Kebanyakan maintence di jam 00.00 sampai jam 02.00 , padahal lagi urgent",negatif
1047,I komang agus suteja,12/20/2022,5,Baik ...bagus,positif
1049,Ansyar Al Anfhal,12/20/2022,5,Sangat sangat bermanfaat,positif
1051,RAKHMAN SUHANA,12/20/2022,5,Menunjang buat Transaksi saya.,positif
1053,supriyanto alvi,12/20/2022,5,Mantaaaffff makin mudah bertransaksi. Mantaaafff dah,positif
1054,Ajuy Tim,12/20/2022,4,"Lumayan, semoga lebih banyak fitur baru lagi",negatif
1055,Ina Juniarsih,12/20/2022,5,Koq lama masuknya aku beli sesuatuuuu???,negatif
1056,Isye Distiyana,12/20/2022,5,Top pokonya,positif
1057,maz azam,12/20/2022,5,Ok..,positif
1058,Bagus Prayogo,12/20/2022,4,Cukup baik dan membantu,positif
1059,Shibru Orthodox,12/20/2022,1,Skrng jadi ribet. Mendingan livin biru semuanya jadu gampang. Diupdt bukan malah maju malah mempersulit aplikasi. Btw hp gua ram 8 perasaan.,negatif
1061,Priyo Santoso,12/20/2022,5,Puas dan nyaman,positif
1062,Emi Rochmawati,12/20/2022,5,Alhamdulilah semenjak ada livin mau tranfer kemana aja jd muda trimah kasih mandiri,positif
1063,Dhen'z Sakaii,12/20/2022,1,Sering teuing update na..... Lieur????????????,negatif
1064,miftahuliadi pulungan,12/20/2022,4,Gampang dan cepat,positif
1065,fine fate siahaan,12/20/2022,5,Very good,positif
1066,Joeffrey Sitorus,12/20/2022,5,Pakai Livin sangat membantu saya dalam usaha..semangat terus... terimakasih....,positif
