userName,at,score,Sentimen,content
Abdul Wahid,12/20/2022 1:43,4,positif,Baik
hasril kodam,12/20/2022 1:45,4,positif,Menjadi lebih mudah
Ongko Wibowo,12/20/2022 1:47,5,positif,Baik
Arjuni Maha,12/20/2022 1:50,5,positif,Mantap habis di upadete..ada fitur power cash nya
Mustika rahim,12/20/2022 1:50,5,positif,Aplikasi yg bermanfaat
Ramsi Hasani,12/20/2022 1:51,4,positif,Ok
Siswoyo Putro,12/20/2022 1:52,5,positif,Lebih murah bertransaksi dan mohon dijaga privasi konsumen buat nyaman konsumen.
Musakkir Eppe,12/20/2022 1:53,5,positif,Aplikasi yg sangat bagus
Almeyra Jazilla,12/20/2022 2:00,5,positif,Bagus
Heru Purwanto,12/20/2022 2:04,5,positif,Ok pisan lah
Erickson Tambunan,12/20/2022 2:05,5,positif,Sangat membantu...
Jeni Azzen,12/20/2022 2:07,2,negatif,"Kenapa susah sekali utk gunain livinnya, padahal sebelumnya aman"" aja. Setiap mau verifikasi wajah selalu gagal.."
miranda sianturi,12/20/2022 2:10,2,negatif,"Kok Livin bolakk balik minta up date sihhh, ngeselin banget"
satrya putra,12/20/2022 2:10,5,positif,Apk sangat membantu sya senang mengunakan nya... terimakasih Livin????????
arla butik,12/20/2022 2:11,1,negatif,"Aplikasi bank yg paling jelek ya ini, knp harus beralih kelivin klo pelayanan aplikasinya jauh lebih bagus yg dulu... Dimana2 aplikasi itu klo diupdate makin baik, ini makin burukkkk????????????????"
Terry Tikoalu,12/20/2022 2:11,5,positif,"Aplikasi paling simpel tidak ribet, Sangat Efektif ???ç???ç???ç???ç???ç???ç"
robby juliansyah,12/20/2022 2:12,5,positif,"Layanan perbankan online yang UI dan UX nya paling enak, gak bikin pegel mata, menunya juga simple. Good"
Muhammad Nur haq,12/20/2022 2:12,5,positif,Mantap...
yanto sutanto,12/20/2022 2:13,5,positif,Membantu sekali. Semua serba mudah. Tq livin
Djulfikar Abdullah,12/20/2022 2:13,5,positif,Mantap
Ricky Sunandar,12/20/2022 2:14,1,negatif,Setelah diupdate apk livin skrg klo mau top up e commerse mesti manual ketik kode no va nya pdhal udah ada di daftar fav...jadi ribetttt enakan dlu sblm update tgl klik otomatis ga mesti ketik manual...orang mah update tuh makin better lah ini malah downgrade
Tri Subagio,12/20/2022 2:16,4,positif,"Pembaharuan appl livinmu,,bagi yg mempunyai kartu kredit sudah tersedia kembali power cash."
Alinda Devina,12/20/2022 2:16,5,positif,Thanks bank mandiri
Sar Sup,12/20/2022 2:20,2,negatif,"Saya top up pulsa,pulsa ga masuk,transaksi tida berhasil tp tetap tida berhasil,saldo masih terpotong"
SUUDY Suudy,12/20/2022 2:22,5,positif,Mantap
Mohamad Khaerudin,12/20/2022 2:26,4,positif,Cukup bagus
Novita Lusdiana,12/20/2022 2:26,2,negatif,Minta update bae.
Dody Prastyo,12/20/2022 2:28,5,positif,Alhamdulillah selama pake Livin lancar lancar aja
Khoirul reza,12/20/2022 2:28,5,positif,"Sipp mantap,. Semoga kedepan lebih baik."
Xpooz studio,12/20/2022 2:31,5,positif,Skrng udh jauh lebih baik
Arfan Dadi,12/20/2022 2:32,5,positif,Sangat membantu
suryaptr96 _,12/20/2022 2:34,1,negatif,Mohon apknya diperbaiki yang paling utama untuk transfer uang dan untuk membuka ke menu utama sering eror
Hadi Sasmito,12/20/2022 2:40,5,positif,Mempermudah semua keperluan ku
Haris Tunas Toyota,12/20/2022 2:45,5,positif,Top bgt
unang OSM,12/20/2022 2:46,5,positif,Oke
Jember Reni,12/20/2022 2:46,5,positif,Alhamdulillah sangat membantu kebutuhan
Kurma Gunindra,12/20/2022 2:48,1,negatif,banyak fitur tapi ujung2nya harus ke kantor mandiri
Amando Purba,12/20/2022 2:49,1,negatif,"Setelah update aplikasi yg terbaru, Aplikasi sering log out sendiri dan tidak bisa di buka apk . Harus tekan berkali2 ."
Sahril Sidik,12/20/2022 2:49,1,negatif,Sangat sulit bertrnsaksi jam 23:00 sampe jam 1 dini hariii..
asep mulyadi,12/20/2022 2:52,5,positif,"Mantap , sangat membantu"
Rommy Tukan,12/20/2022 2:53,5,positif,Livin by Mandiri sangat membantu dalam hal bertransaksi ???ç???ç???ç
Thea Geby,12/20/2022 2:54,2,negatif,"Tidak bisa diakses, saya update siapa tau bisa...malah gaak bisa juga, padahal lagi urgent"
Bachtiar Efendi,12/20/2022 2:57,5,positif,App bagus sekali saya suka membantu sekali
Aa Sunardi,12/20/2022 2:58,5,positif,Lumayan buat transaksi bisa mudah
hendro prasetyo,12/20/2022 2:59,5,positif,Transaksi bagus sekali dan jauh lebih praktis
iwan karyana,12/20/2022 3:00,5,positif,Programnya ringan enak di gunakan walaupun oleh orang awan seperti saya
Supri yanto,12/20/2022 3:01,4,negatif,"Maaf min saya tiba"" ga bisa buka aplikasi Livin by mandiri, sebelumnya ga ada masalah .tlg penjelasanya min kwtrnya saldo hilang ...."
Dzikki Khoirul,12/20/2022 3:01,5,positif,Ok
Bima Kusworo,12/20/2022 3:02,5,negatif,"Gak semua hp support app ini. Giliran yg lama udah di hapus malah yg ini gak bisa pake, sial."
Sam's Parfum,12/20/2022 3:02,5,positif,Livin by mandiri sangat membantu untuk bertransaksi bisinis
meri yano,12/20/2022 3:04,3,positif,Bagus
vivo Aja,12/20/2022 3:07,5,positif,Sangat membantu memudahkan pekerjaan
Moch Ainin,12/20/2022 3:07,5,positif,Ok
erik ina,12/20/2022 3:10,5,positif,sangat memuaskan
Andri Budiarto,12/20/2022 3:10,4,positif,Ok
Kuto Subroto,12/20/2022 3:11,5,positif,Transaksi budah dan gampang
nash malakha,12/20/2022 3:12,1,negatif,Di update malah jadi kacau
achuleto akinsy,12/20/2022 3:13,5,positif,"selalu belanja lewat aplikasi ini, semoga semakin banyak promo nya."
Ruri aRjuno,12/20/2022 3:15,5,positif,Living babas drama. Mantap
Silo Joz,12/20/2022 3:19,1,negatif,Tolong kerja sama wahai Livin by mandiri Apk tidak bisa buat transfer dan top up
Linda Gusrina Dewi Yarukii,12/20/2022 3:20,5,positif,"Sangat terbantu oleh livin..TOP banget, segala sesuatu jd mudah"
Imade Wena,12/20/2022 3:23,5,positif,Aplikasi sudah bagus. Dipertahankan. Tks.
Paulus Alexander Makanlehi,12/20/2022 3:26,3,positif,Mantap
Faizin Assyafarier,12/20/2022 3:28,5,positif,Bagus dan memuaskan.
Ferry Mardya,12/20/2022 3:29,5,positif,Sangat memudahkan dalam bertransaksi keuangan
Asno Kol in,12/20/2022 3:29,5,positif,Ada kemajuan kuota sosmed bisa buka aplikasi
Amos Alva,12/20/2022 3:31,4,positif,Sangat membantu.. Dalam transaksi
faisal mukti,12/20/2022 3:31,1,negatif,Kecewa
Oegengg Prayit,12/20/2022 3:33,5,positif,"Lbh aman dan nyaman,blm pernah ketemu minus nya"
Aliyudin Fajri,12/20/2022 3:34,5,positif,Aplikasi paling digital
Desi Hariyanti Bahrudin,12/20/2022 3:38,5,positif,Sangat membantu
dedi kk,12/20/2022 3:39,4,positif,Top
Nurin Efendi,12/20/2022 3:49,1,negatif,Terlalu banyak pembaharuan terus.
Abdul Sani,12/20/2022 3:51,5,positif,Selama saya menggunakan Livin Alhamdulillah lancar jaya
Ibnu Jayadi,12/20/2022 3:54,5,positif,Memberi kemudahan dan kenyamanan dalam hidup
Mid Rahmalia,12/20/2022 3:56,5,positif,Ok
Falah Malikusaly,12/20/2022 3:59,5,positif,Ok
Yudi Yuda,12/20/2022 4:01,2,negatif,Tolong perbaiki lagi ya sistem nya saya baru instal pas mau dibuka lagi aplikasi livin nya. Cuma berkedip
Zidan Siti,12/20/2022 4:02,5,positif,Ok
Gunadi Nasution,12/20/2022 4:05,5,positif,Mantap
Jefry Tanuwidjaja,12/20/2022 4:06,1,negatif,Bentar bentar update.. Cape deh.
Claudio Kereh,12/20/2022 4:07,5,positif,"Untuk aplikasinya ok, mudah digunakan, sangat membantu dalam finansial sehari-hari."
Riccy Sudiarto,12/20/2022 4:08,5,positif,Cukup memuaskan
Fauzan Afwan,12/20/2022 4:08,4,positif,Lncar
Marjani Saad,12/20/2022 4:08,5,positif,Bagusss
Tanjong Bunga79,12/20/2022 4:10,5,positif,Coba
Rachel Waloni,12/20/2022 4:13,5,positif,Aplikasi ini sangat memudahkan sy untuk bertransaksi
Pay Umi,12/20/2022 4:20,5,positif,Good aplikasi
Rahmad Fadhli,12/20/2022 4:23,1,negatif,Lebih diTingkatkan lagiii keamanan data ya
Warih Nugroho,12/20/2022 4:24,5,positif,Bank dalam genggaman.
Alief putra nurrosid,12/20/2022 4:24,5,positif,Good
Ali Nurohman,12/20/2022 4:24,4,positif,Bagus dan membantu
Erpan Brasindo,12/20/2022 4:27,5,positif,Mempermudah untuk segala macam transaksi
Asenda senda,12/20/2022 4:27,5,positif,Good
Muh Nur,12/20/2022 4:28,5,positif,Aplikasi yg sangat bagus membantu kelancaran transaksi trf dan byr tagihan melalui hp dan di mana saja
Ekoprasetyo Prasetyo,12/20/2022 4:30,2,negatif,Susah diakses ketika diupdet
ugi Sugiarto,12/20/2022 4:30,4,negatif,Tgl.11/12/22 update koq tgl 20/12/22 mintau update lagi????
Erdi Az,12/20/2022 4:31,2,negatif,"Jujur saya kecewa dengan Apl ini,sampai hari ini saya blum tau jumlah S*1d* saya,lebih dari 1 minggu blum bisa dibuka????????????"
Yuzeng Sandi,12/20/2022 4:33,5,positif,Sangt bgus sekli
Mulyono Mulyono,12/20/2022 4:34,5,positif,Sangat membantu
Yulianto Pamungkas,12/20/2022 4:34,5,positif,Ok
Hendra Bpp,12/20/2022 4:38,1,negatif,"Gak bisa dI updete,sudah konfirmasi kebank mandiri terdekatpun jg gak bisa nanganin.terus solusinya apa ini"
Agus Nama,12/20/2022 4:39,5,positif,Luar biasa
Edy Sunardi,12/20/2022 4:43,5,positif,"Lancar, mudah dan terpercaya"
Supoyourepbejo Bejo,12/20/2022 4:43,4,positif,bagus apps y
LTAR MUJI,12/20/2022 4:45,5,positif,Sangat ok pas jaringan sinyal bagus
ALKAMAL chanel,12/20/2022 4:45,5,positif,Bagus simpel mudah
ahmad sanusi,12/20/2022 4:46,5,positif,Mantap
Bilie Beckers,12/20/2022 4:46,5,positif,mandiri mantap...profesional dalam bekerja ???è??è™
F & H Shopee Ferdinso,12/20/2022 4:49,2,negatif,Aplikasi bikin darah tinggi. Sudah 3x update tetap tidak ada perubahan. Masa harus install ulang aplikasi dahulu baru bisa dibuka. Kalau sudah logout dan mau buka lagi pasti tidak bisa. tidak bisa dibuka. sudah bersihin cache dan restart HP tetap saja tidak bisa. kecewa sekali bank sebesar ini tidak respon keluhan nasabah.
Nikmatul Zuroidah,12/20/2022 4:54,5,positif,Bgus
ria pusvita sari,12/20/2022 4:54,2,negatif,"Setelah d update, tdk bisa terbuka aplikasix hiksss. Banyak transaksi mau di lakukan"
Jaja Miharja,12/20/2022 4:54,5,positif,oke banget sangat membantu
Iksan Ziara,12/20/2022 4:55,5,positif,sangat bermanfaat
deka tris,12/20/2022 4:56,5,negatif,Sudah mencoba berkali-kali download gagal terus
Agus Basuki,12/20/2022 4:56,5,positif,Bagus
Wadek Tea,12/20/2022 4:56,5,positif,Top
ROHMAT 123 ROHMAT 123,12/20/2022 4:57,5,positif,"Mantulll,sangat membantu"
gm jaya,12/20/2022 4:59,5,positif,Ok
Yuri Nuraini,12/20/2022 5:00,5,positif,Goodluck
badrun,12/20/2022 5:02,5,positif,cukup membantu mempermudah transaksi
MUJAHIDIN Jhidin,12/20/2022 5:03,5,positif,Nice
renny karnilla,12/20/2022 5:07,5,positif,So far so good thanks
Sifa Fadly,12/20/2022 5:09,5,positif,Ok
Ashari Harun,12/20/2022 5:10,1,positif,Ok
Ezha,12/20/2022 5:10,1,negatif,Tidak bisa d buka aplikasi nya.
Alim Subagiyo,12/20/2022 5:11,5,positif,simpel ...bagus...
Adhe Nugraha's,12/20/2022 5:12,1,negatif,Akses ya lemot.
Mega Aprianto,12/20/2022 5:16,1,negatif,"Aplikasi nya di benerin dong,di klik mental 2 gak masuk 2 gak jelas bangat.Bank Mandiri kan bukan perusahaan kacangan alias ecek2 masa punya aplikasi kaya gini.di klik keluar di klik keluar.hadeh"
ASN TV,12/20/2022 5:17,1,negatif,"Livin maling pencuri dana sya hilang ga ada history ny sma sx mengadu ke cs malah debat kusir ga ada titik terang,saya Sumpahin bangkrut"
ajee JR family,12/20/2022 5:18,3,negatif,aplikasi nya lambat..kalah cepat sama aplikasi m banking BCA
Om Joko,12/20/2022 5:20,5,positif,Lebih mudah bertransaksi
Aan Ndog Chanel,12/20/2022 5:23,5,positif,Mantabb
Ann thea,12/20/2022 5:24,5,positif,makin bagus dan mudah di akses.
Aang Supriatna,12/20/2022 5:24,5,positif,Sangat membantu
WBL Chanel,12/20/2022 5:27,5,positif,Sngt membantu trimakasih
Johanna Nahak,12/20/2022 5:28,5,positif,Baik dan membantu
Triono Triono,12/20/2022 5:28,5,positif,sangat membantu skali???ç
irvan fawzie,12/20/2022 5:31,5,positif,"Bagus dan mantap, dah gitu aja"
Firda Silvana,12/20/2022 5:32,5,positif,Aplikasi sangat bagus & sangat membantu???ç mempercepat kebutuhan transaksi saya. Kalau ada yang tidak bisa di akses mungkin dari penyimpanan hp nya mungkin yang bikin ga bisa
Nurkolis Ko,12/20/2022 5:32,5,positif,"Mantap sekali,saya sangat menyukai Livin by mandiri"
Hendrawan abdillah,12/20/2022 5:33,5,positif,Transaksi cepat.
Rhd,12/20/2022 5:37,5,positif,Memudahkan....
Adi Hardi,12/20/2022 5:37,5,positif,Ini bagus sekali
Made Parwata,12/20/2022 5:40,5,positif,Segalanya jadi mudah
JIMMY,12/20/2022 5:40,5,positif,skrg mantap
fil ansari,12/20/2022 5:40,5,positif,Good aplications
Diky Jaly,12/20/2022 5:44,1,negatif,Tolong bukain pasword saya
ratu iqqi,12/20/2022 5:47,5,positif,Mntap dah
handra hanz,12/20/2022 5:51,5,positif,Good evening
Embad Badrudin,12/20/2022 5:51,5,positif,Untuk masalah ke.amanan .saya acungi jempol .
Diding Wahidin,12/20/2022 5:54,5,positif,Sangat mudah dan praktis
Dedi Setiawan,12/20/2022 5:54,5,positif,Good
imam muharom,12/20/2022 5:55,5,positif,Mudah nyaman
Asep Opan,12/20/2022 5:56,1,negatif,Bintang 1 untuk pelayanan aduan
Rian Surya Pasande,12/20/2022 6:01,5,positif,Mantap???ç???ç???ç
Ayah izzi,12/20/2022 6:03,5,negatif,Sudah 10 hari daftar rekening via livin kartu atm belum datang juga
Soesnadi Akbar,12/20/2022 6:04,5,positif,Lebeh efektif
Mirza Aversion,12/20/2022 6:05,1,negatif,"Saya menggunakan m baking biar bisa akses pembayaran cepat, tapi malah di persulit oleh app yang kurang berkualitas ini. Udah genting mau tf malah app sering nge hang dan keluar sndiri. Hp saya samsung m32 ram 8 gb. ??ù?"
Leni Marya,12/20/2022 6:06,5,positif,Terimakasih Sangat membantu
ari yuda tama,12/20/2022 6:06,1,negatif,Bikin rekening lewat livin untuk kperluan payroll. Tp ga ada pmberitahuan kartu atm nya ambil di mana. Hnya pake m.banking mlah tau2 ga bisa log in pdhal sandi nya dah bner. Reset sandi pun hrus pake nomor kartu. Astaga lg butuh uang malah kya begini aplikasi nya ????
hudaya rahmat,12/20/2022 6:13,4,positif,Alhamdulillah sangat membantu
Daniel Rama,12/20/2022 6:13,2,negatif,Jelek
wahyu wardiono,12/20/2022 6:15,5,positif,"Sangat senang dengan aplikasinya, makin ke sini makin canggih. Heran bagi banyak yg ngeluh masalah aplikasinya, itu artinya kalian yg gaptek bukan salah dari aplikasinya yah teman2"
Dede Komarudin,12/20/2022 6:16,5,positif,Ok
Zulkarnain,12/20/2022 6:17,5,positif,Membantu sekali
Sultan _ Konawe,12/20/2022 6:18,5,positif,Sangat bagus
Sairan Ms,12/20/2022 6:18,5,positif,Sangat baik
Cua 899,12/20/2022 6:18,5,positif,"Bagus,sangat memudahkan"
Yudi Rohendy,12/20/2022 6:23,5,positif,Sangat membantu
Muhammad Rizky Alfarizi,12/20/2022 6:25,1,negatif,"Kenapa di HP saya jadi tidak bisa login, setiap kali masukan nomor HP aplikasi tiba tiba keluar !"
Andes30 Lauren,12/20/2022 6:29,5,positif,Mantap..
SawaL. ü??Ladongiü?ù,12/20/2022 6:30,5,positif,Sangat membantu
ragil supriyono,12/20/2022 6:30,5,positif,Mempermudah pekerjaan saya
adi pranata,12/20/2022 6:31,5,positif,Mantab
friska sihaloho,12/20/2022 6:34,4,positif,Sejauhh ini masi nyaman
Ry Sastro,12/20/2022 6:35,1,negatif,"Mau buka rek foto ektp ber kali?? gagal terus, keterangan foto pantulan cahaya lah apalah"
Mentari Mentari,12/20/2022 6:40,5,positif,Sangat membantu
Deni Iskandar 84,12/20/2022 6:43,5,positif,Pokonya top banget???ç
irwan kurniyawan,12/20/2022 6:43,5,positif,Mantap
Jazilah Zilah,12/20/2022 6:44,5,positif,Mempermudah transaksi ???ç
Susanto Suwardi,12/20/2022 6:45,5,positif,Banyak membantu mempermudah saya
Aisha Alifa,12/20/2022 6:46,4,positif,"Aman, cepat, gampang"
Sodick Pace,12/20/2022 6:48,5,positif,Full senyum masseh
herman firdaus,12/20/2022 6:49,5,positif,Sangat membantu
Joni Tan,12/20/2022 6:50,5,positif,Lebih gampang dan membntu.
abu muhammad erwin,12/20/2022 6:51,5,positif,Sangat memuaskan banyak fungsi
Ajunaedi 485,12/20/2022 6:55,5,positif,Aplikasi ini sangat baik dan lancar saat di gunakan kalian harus download
Jaka Syah,12/20/2022 6:56,5,positif,Cukup baik
malik sandari,12/20/2022 6:58,3,negatif,"Kalau tiap bulan harus upgrade, memory g cukup.. Sedih"
Jo,12/20/2022 6:58,5,positif,Aplikasinya sudah tidak error lagi
Darrell Nararya,12/20/2022 7:03,4,negatif,Knp abis di upgrade gak bisa di buka ya
Nurul Nurtado,12/20/2022 7:03,1,negatif,Trfer ke bank BRI selalu gagal dan saldo berkurang
Fatmawati Zaira Harisman,12/20/2022 7:04,1,negatif,"Pelayanan yang sangat buruk! Datang hanya di layani security, padahal livin mandiri saya bermasalah dan tidak menemukan solusi."
Byantara Anggriawan,12/20/2022 7:05,4,negatif,Di-update mlu emng kenpa sie...
Reksy Permana,12/20/2022 7:06,5,positif,Mantap
Ajie Saputra,12/20/2022 7:07,5,positif,Begitu mudahnya bertransaksi
Khairulamri07,12/20/2022 7:10,5,positif,Sangat bagus
alfian ryan official,12/20/2022 7:11,5,positif,Semoga sukses
rudy agil,12/20/2022 7:12,1,negatif,"Makin jelek,,makin lelet.. Mobile banking yg bner2 jelek dri yg lain.."
Sujana Wahyu,12/20/2022 7:12,1,negatif,"Apasih, minta kode vertifikasi gk ada masuk. Habus itu di ban 1 jam. Kan tolol"
Isach Nahak,12/20/2022 7:12,5,positif,Mantap
NURDIN PESAK,12/20/2022 7:13,5,positif,Sangat membantu
Pramesthi Wijayanto,12/20/2022 7:14,5,positif,Semua bisa teratasi di livin ????besttt bngt????
Denis Ficayaharja,12/20/2022 7:16,5,positif,Keren
fry firmanesa,12/20/2022 7:17,1,negatif,"Eror mulu. Keluar sendiri terus,"
rizky rangers,12/20/2022 7:18,1,negatif,Makin diupdate kok makin susah digunakan ??ù?
Martha Etty Ronsumbre,12/20/2022 7:21,5,positif,"Bangsatttt......!!!!???? Aplikasi ini keren banget ??ù???ù?ü????è.... Coba dari dulu saya download, sekarang Uda gak cape"" transaksi lagi ke ATM semua tinggal rebahan di kasur semua urusan bayar-bayar udah ada di genggam"
Noni Silvira,12/20/2022 7:21,2,negatif,Wah ...parah g kbuka ngeheng
Emi sailor90,12/20/2022 7:30,5,positif,Puasss
uut ajahh,12/20/2022 7:30,5,positif,ok
Rusmala Dewi,12/20/2022 7:32,5,negatif,"Tolong total pemasukan harian & bulanannya di adakan lagi ya seperti dulu, sangat membantu saya untuk melihat pendapatan usaha secara langsung di aplikasi"
Ria Rostina,12/20/2022 7:34,5,positif,Livin Mandiriku sangat membantu dan Smart
dwi wardhana,12/20/2022 7:36,5,positif,Mantap
Supian Iyan,12/20/2022 7:36,5,positif,Sangat membantu untuk transaksi
AB BotGaming,12/20/2022 7:36,5,positif,Sangat membantu
Amang nisi Muli adong,12/20/2022 7:37,5,positif,"Good job, i like it ?!!"
Anton Hermawan,12/20/2022 7:38,5,positif,"Cepat, tepat, akurat. Mantap"
Sunarto Alfi,12/20/2022 7:41,5,positif,"Mantap,, tingkatkan trs pelayanannya"
Herry WS,12/20/2022 7:43,5,positif,Livin memang ok
Hefi Fardian,12/20/2022 7:45,4,positif,keren apk nya
KAKAK BANGGA,12/20/2022 7:46,5,positif,Cukup membantu dan mudah
Bayu Ray,12/20/2022 7:50,1,negatif,Gak bisa dibuka
Mila Anggraeni,12/20/2022 7:53,4,positif,Trimaksh sangat membantu jdi bayar byar pke Livin aja trimaksihh...
Ivan Nur,12/20/2022 7:54,5,positif,Sangat memudahkan
hari yanto,12/20/2022 7:55,4,positif,Good
Nurhelisah Alshanti,12/20/2022 7:56,2,negatif,"Ini kenapa punya saya ga bisa dibuka yah,, tolong informasi nya dong kenapa, ko susah masuk, pas masuk aplikasi langsung keluar sendiri. Tolong dong mandiri segera di perbaiki. Tolong dong di respon, mau masuk aplikasi nya aja susah banget. Gangguan mulu heran kapan di benerinnya"
Lord World,12/20/2022 7:58,1,negatif,Tidak bisa di buka aplikasinya
Kang BABAN CAMAT,12/20/2022 8:02,5,positif,Mantap
Nur Wijayanto,12/20/2022 8:06,5,positif,Good
Ahmad Supiani,12/20/2022 8:07,4,positif,Mantappp
Surya erlangga,12/20/2022 8:08,5,positif,Sangat berguna bagi para tki
Sukri Mandiri,12/20/2022 8:10,5,positif,Sangat Bagus dan Efektif Pokoknya Saya Kasih Bintang 5 Karena Sangat Membantu
dani irawan,12/20/2022 8:10,5,positif,Memuaskan
Ridwan Fajar Siddiq,12/20/2022 8:11,5,positif,"Luar biasa, mudah dan sangat membantu"
Dedy Azwar,12/20/2022 8:12,5,positif,"Livin mandiri yg kuning lebih mantap dari sebelumnya, jadi lebih mudah dlm penggunaannya, selama di pakai lancar, tdk ada kendala, Entah kenapa yg lain komen jelek ya? ,????"
MUHAMMAD FATHUR RAHMAN,12/20/2022 8:15,5,positif,"Sangat puas dan terbantu,saat jauh dari perkotaan,dan ada yg perlu dana transfer,gk perlu lma,mantaaap,dan recomanded,"
YUSNELLY Harahap,12/20/2022 8:16,5,positif,Aplikasinya sangat berguna
Swaputra Adikara,12/20/2022 8:17,5,positif,Best mobile banking partner in my book ???ù
Fanly Lomboan,12/20/2022 8:21,5,positif,Like it
